7.35,6.49,2.4,0.37,7.28,7.0,3.1,0.02,7.36,6.29,2.1,0.39,7.599958448753457,6.686371191135724,1.833933518005541,0.15049930651872387
7.0,6.63,2.6,0.41,7.36,6.29,2.1,0.39,7.599958448753457,6.686371191135724,1.833933518005541,0.15049930651872387,7.4,6.16,2.7,0.3
6.67,6.24,2.9,0.4,7.599958448753457,6.686371191135724,1.833933518005541,0.15049930651872387,7.4,6.16,2.7,0.3,7.34,6.43,3.1,0.34
7.42,6.47,2.7,0.38,7.4,6.16,2.7,0.3,7.34,6.43,3.1,0.34,7.31,6.53,2.9,0.38
7.35,6.54,2.9,0.41,7.34,6.43,3.1,0.34,7.31,6.53,2.9,0.38,7.35,6.49,2.4,0.37
7.17,6.29,2.2,0.27,7.31,6.53,2.9,0.38,7.35,6.49,2.4,0.37,7.0,6.63,2.6,0.41
7.24,6.52,2.1,0.15,7.35,6.49,2.4,0.37,7.0,6.63,2.6,0.41,6.67,6.24,2.9,0.4
7.14,6.57,2.8,0.24,7.0,6.63,2.6,0.41,6.67,6.24,2.9,0.4,7.42,6.47,2.7,0.38
7.13,7.12,2.9,0.19,6.67,6.24,2.9,0.4,7.42,6.47,2.7,0.38,7.35,6.54,2.9,0.41
7.36,6.02,2.5,0.26,7.42,6.47,2.7,0.38,7.35,6.54,2.9,0.41,7.17,6.29,2.2,0.27
7.53,6.21,3.4,0.22,7.35,6.54,2.9,0.41,7.17,6.29,2.2,0.27,7.24,6.52,2.1,0.15
7.53,6.21,3.1,0.16,7.17,6.29,2.2,0.27,7.24,6.52,2.1,0.15,7.14,6.57,2.8,0.24
7.62,6.05,3.4,0.37,7.24,6.52,2.1,0.15,7.14,6.57,2.8,0.24,7.13,7.12,2.9,0.19
7.54,6.2,3.4,0.19,7.14,6.57,2.8,0.24,7.13,7.12,2.9,0.19,7.36,6.02,2.5,0.26
7.29,6.08,2.5,0.11,7.13,7.12,2.9,0.19,7.36,6.02,2.5,0.26,7.53,6.21,3.4,0.22
7.33,6.4,2.0,0.09,7.36,6.02,2.5,0.26,7.53,6.21,3.4,0.22,7.53,6.21,3.1,0.16
7.38,5.95,2.7,0.26,7.53,6.21,3.4,0.22,7.53,6.21,3.1,0.16,7.62,6.05,3.4,0.37
7.45,6.25,2.8,0.38,7.53,6.21,3.1,0.16,7.62,6.05,3.4,0.37,7.54,6.2,3.4,0.19
7.34,6.41,1.8,0.27,7.62,6.05,3.4,0.37,7.54,6.2,3.4,0.19,7.29,6.08,2.5,0.11
7.5,6.43,2.6,0.33,7.54,6.2,3.4,0.19,7.29,6.08,2.5,0.11,7.33,6.4,2.0,0.09
7.36,6.46,2.4,0.22,7.29,6.08,2.5,0.11,7.33,6.4,2.0,0.09,7.38,5.95,2.7,0.26
7.599958448753457,6.686371191135724,1.833933518005541,0.15049930651872387,7.33,6.4,2.0,0.09,7.38,5.95,2.7,0.26,7.45,6.25,2.8,0.38
7.599958448753457,6.686371191135724,1.833933518005541,0.15049930651872387,7.38,5.95,2.7,0.26,7.45,6.25,2.8,0.38,7.34,6.41,1.8,0.27
7.599958448753457,6.686371191135724,1.833933518005541,0.15049930651872387,7.45,6.25,2.8,0.38,7.34,6.41,1.8,0.27,7.5,6.43,2.6,0.33
7.08,6.66,2.1,0.04,7.34,6.41,1.8,0.27,7.5,6.43,2.6,0.33,7.36,6.46,2.4,0.22
7.02,6.3,1.5,0.1,7.5,6.43,2.6,0.33,7.36,6.46,2.4,0.22,7.599958448753457,6.686371191135724,1.833933518005541,0.15049930651872387
7.18,6.49,2.5,0.09,7.36,6.46,2.4,0.22,7.599958448753457,6.686371191135724,1.833933518005541,0.15049930651872387,7.599958448753457,6.686371191135724,1.833933518005541,0.15049930651872387
7.27,6.59,2.0,0.18,7.599958448753457,6.686371191135724,1.833933518005541,0.15049930651872387,7.599958448753457,6.686371191135724,1.833933518005541,0.15049930651872387,7.599958448753457,6.686371191135724,1.833933518005541,0.15049930651872387
7.21,6.39,2.4,0.13,7.599958448753457,6.686371191135724,1.833933518005541,0.15049930651872387,7.599958448753457,6.686371191135724,1.833933518005541,0.15049930651872387,7.08,6.66,2.1,0.04
