6.97,5.18,3.3,0.25,7.05,5.51,3.6,0.37,7.07,5.23,3.4,0.34
7.02,4.33,3.5,0.33,7.07,5.23,3.4,0.34,7.373467406380018,8.648763888888887,4.910277777777777,0.565866851595007
6.96,4.07,3.9,0.34,7.373467406380018,8.648763888888887,4.910277777777777,0.565866851595007,6.97,5.18,3.3,0.25
7.6,5.38,3.9,0.32,6.97,5.18,3.3,0.25,7.02,4.33,3.5,0.33
7.66,5.21,3.6,0.28,7.02,4.33,3.5,0.33,6.96,4.07,3.9,0.34
7.58,5.43,2.9,0.17,6.96,4.07,3.9,0.34,7.6,5.38,3.9,0.32
7.58,4.54,3.1,0.31,7.6,5.38,3.9,0.32,7.66,5.21,3.6,0.28
7.57,4.53,2.9,0.32,7.66,5.21,3.6,0.28,7.58,5.43,2.9,0.17
7.54,8.18,3.1,0.39,7.58,5.43,2.9,0.17,7.58,4.54,3.1,0.31
7.49,5.44,2.4,0.29,7.58,4.54,3.1,0.31,7.57,4.53,2.9,0.32
7.54,4.92,2.2,0.37,7.57,4.53,2.9,0.32,7.54,8.18,3.1,0.39
7.52,6.53,2.6,0.38,7.54,8.18,3.1,0.39,7.49,5.44,2.4,0.29
7.5,6.38,2.4,0.46,7.49,5.44,2.4,0.29,7.54,4.92,2.2,0.37
7.34,6.07,6.4,0.39,7.54,4.92,2.2,0.37,7.52,6.53,2.6,0.38
7.28,5.69,5.4,0.36,7.52,6.53,2.6,0.38,7.5,6.38,2.4,0.46
7.2,5.3,4.5,0.32,7.5,6.38,2.4,0.46,7.34,6.07,6.4,0.39
7.13,5.65,4.4,0.44,7.34,6.07,6.4,0.39,7.28,5.69,5.4,0.36
7.16,5.43,3.0,0.26,7.28,5.69,5.4,0.36,7.2,5.3,4.5,0.32
6.99,6.64,4.5,0.29,7.2,5.3,4.5,0.32,7.13,5.65,4.4,0.44
6.91,6.38,7.7,0.32,7.13,5.65,4.4,0.44,7.16,5.43,3.0,0.26
7.06,6.21,6.5,0.34,7.16,5.43,3.0,0.26,6.99,6.64,4.5,0.29
6.96,5.53,5.1,0.36,6.99,6.64,4.5,0.29,6.91,6.38,7.7,0.32
6.92,8.16,6.3,0.45,6.91,6.38,7.7,0.32,7.06,6.21,6.5,0.34
7.14,6.49,2.8,0.36,7.06,6.21,6.5,0.34,6.96,5.53,5.1,0.36
7.373467406380018,8.648763888888887,4.910277777777777,0.565866851595007,6.96,5.53,5.1,0.36,6.92,8.16,6.3,0.45
7.373467406380018,8.648763888888887,4.910277777777777,0.565866851595007,6.92,8.16,6.3,0.45,7.14,6.49,2.8,0.36
7.373467406380018,8.648763888888887,4.910277777777777,0.565866851595007,7.14,6.49,2.8,0.36,7.373467406380018,8.648763888888887,4.910277777777777,0.565866851595007
7.19,3.47,2.5,0.33,7.373467406380018,8.648763888888887,4.910277777777777,0.565866851595007,7.373467406380018,8.648763888888887,4.910277777777777,0.565866851595007
7.14,3.39,3.3,0.08,7.373467406380018,8.648763888888887,4.910277777777777,0.565866851595007,7.373467406380018,8.648763888888887,4.910277777777777,0.565866851595007
7.08,3.51,3.5,0.09,7.373467406380018,8.648763888888887,4.910277777777777,0.565866851595007,7.19,3.47,2.5,0.33
7.02,3.51,3.4,0.23,7.19,3.47,2.5,0.33,7.14,3.39,3.3,0.08
6.96,3.21,5.5,0.33,7.14,3.39,3.3,0.08,7.08,3.51,3.5,0.09
6.9,3.47,3.2,0.4,7.08,3.51,3.5,0.09,7.02,3.51,3.4,0.23
6.92,3.48,3.8,0.6,7.02,3.51,3.4,0.23,6.96,3.21,5.5,0.33
6.87,3.62,3.8,0.48,6.96,3.21,5.5,0.33,6.9,3.47,3.2,0.4
7.373467406380018,8.648763888888887,4.910277777777777,0.565866851595007,6.9,3.47,3.2,0.4,6.92,3.48,3.8,0.6
6.97,4.01,4.3,0.44,6.92,3.48,3.8,0.6,6.87,3.62,3.8,0.48
7.0,4.24,3.8,0.4,6.87,3.62,3.8,0.48,7.373467406380018,8.648763888888887,4.910277777777777,0.565866851595007
6.91,5.24,3.7,0.19,7.373467406380018,8.648763888888887,4.910277777777777,0.565866851595007,6.97,4.01,4.3,0.44
7.4,3.25,3.2,0.57,6.97,4.01,4.3,0.44,7.0,4.24,3.8,0.4
7.44,3.33,4.5,0.69,7.0,4.24,3.8,0.4,6.91,5.24,3.7,0.19
7.42,3.5,4.1,0.7,6.91,5.24,3.7,0.19,7.4,3.25,3.2,0.57
7.42,3.52,3.2,0.7,7.4,3.25,3.2,0.57,7.44,3.33,4.5,0.69
7.37,3.48,4.3,0.71,7.44,3.33,4.5,0.69,7.42,3.5,4.1,0.7
7.37,3.56,4.3,0.36,7.42,3.5,4.1,0.7,7.42,3.52,3.2,0.7
7.32,3.42,4.3,0.33,7.42,3.52,3.2,0.7,7.37,3.48,4.3,0.71
7.36,4.33,4.2,0.27,7.37,3.48,4.3,0.71,7.37,3.56,4.3,0.36
7.33,4.33,4.4,0.28,7.37,3.56,4.3,0.36,7.32,3.42,4.3,0.33
7.42,4.3,2.8,0.25,7.32,3.42,4.3,0.33,7.36,4.33,4.2,0.27
7.38,2.33,2.0,0.28,7.36,4.33,4.2,0.27,7.33,4.33,4.4,0.28
7.43,2.41,1.1,0.25,7.33,4.33,4.4,0.28,7.42,4.3,2.8,0.25
7.23,1.85,1.1,0.31,7.42,4.3,2.8,0.25,7.38,2.33,2.0,0.28
7.29,1.8,1.1,0.2,7.38,2.33,2.0,0.28,7.43,2.41,1.1,0.25
7.04,2.94,1.1,0.3,7.43,2.41,1.1,0.25,7.23,1.85,1.1,0.31
7.13,3.27,1.0,0.28,7.23,1.85,1.1,0.31,7.29,1.8,1.1,0.2
7.373467406380018,8.648763888888887,4.910277777777777,0.565866851595007,7.29,1.8,1.1,0.2,7.04,2.94,1.1,0.3
7.33,3.71,1.1,0.22,7.04,2.94,1.1,0.3,7.13,3.27,1.0,0.28
7.44,3.92,1.3,0.25,7.13,3.27,1.0,0.28,7.373467406380018,8.648763888888887,4.910277777777777,0.565866851595007
7.4,4.21,1.3,0.33,7.373467406380018,8.648763888888887,4.910277777777777,0.565866851595007,7.33,3.71,1.1,0.22
7.35,2.92,1.2,0.31,7.33,3.71,1.1,0.22,7.44,3.92,1.3,0.25
7.41,3.46,3.7,0.31,7.44,3.92,1.3,0.25,7.4,4.21,1.3,0.33
7.31,4.6,2.5,0.3,7.4,4.21,1.3,0.33,7.35,2.92,1.2,0.31
7.29,3.84,1.9,0.3,7.35,2.92,1.2,0.31,7.41,3.46,3.7,0.31
7.25,3.1,1.5,0.43,7.41,3.46,3.7,0.31,7.31,4.6,2.5,0.3
7.35,3.07,1.3,0.37,7.31,4.6,2.5,0.3,7.29,3.84,1.9,0.3
7.26,2.97,1.4,0.43,7.29,3.84,1.9,0.3,7.25,3.1,1.5,0.43
7.17,3.09,1.5,0.46,7.25,3.1,1.5,0.43,7.35,3.07,1.3,0.37
7.31,3.18,1.6,0.42,7.35,3.07,1.3,0.37,7.26,2.97,1.4,0.43
7.0,3.63,2.9,0.76,7.26,2.97,1.4,0.43,7.17,3.09,1.5,0.46
7.17,3.81,3.0,0.62,7.17,3.09,1.5,0.46,7.31,3.18,1.6,0.42
7.18,5.01,3.6,0.54,7.31,3.18,1.6,0.42,7.0,3.63,2.9,0.76
7.17,5.02,3.6,0.52,7.0,3.63,2.9,0.76,7.17,3.81,3.0,0.62
7.07,4.17,3.4,0.66,7.17,3.81,3.0,0.62,7.18,5.01,3.6,0.54
7.04,4.12,3.3,0.57,7.18,5.01,3.6,0.54,7.17,5.02,3.6,0.52
6.9,3.82,3.4,0.67,7.17,5.02,3.6,0.52,7.07,4.17,3.4,0.66
6.94,3.23,3.3,0.62,7.07,4.17,3.4,0.66,7.04,4.12,3.3,0.57
6.97,4.38,3.3,0.6,7.04,4.12,3.3,0.57,6.9,3.82,3.4,0.67
6.79,7.89,3.3,0.72,6.9,3.82,3.4,0.67,6.94,3.23,3.3,0.62
6.77,7.97,3.5,0.7,6.94,3.23,3.3,0.62,6.97,4.38,3.3,0.6
6.79,8.22,3.4,0.76,6.97,4.38,3.3,0.6,6.79,7.89,3.3,0.72
6.75,8.58,3.7,0.79,6.79,7.89,3.3,0.72,6.77,7.97,3.5,0.7
6.72,3.49,4.4,1.0,6.77,7.97,3.5,0.7,6.79,8.22,3.4,0.76
6.92,4.64,3.5,0.63,6.79,8.22,3.4,0.76,6.75,8.58,3.7,0.79
6.89,3.71,3.9,0.45,6.75,8.58,3.7,0.79,6.72,3.49,4.4,1.0
6.96,4.41,3.4,0.38,6.72,3.49,4.4,1.0,6.92,4.64,3.5,0.63
7.01,2.79,4.7,0.4,6.92,4.64,3.5,0.63,6.89,3.71,3.9,0.45
7.13,2.75,4.8,0.26,6.89,3.71,3.9,0.45,6.96,4.41,3.4,0.38
7.21,3.09,4.4,0.29,6.96,4.41,3.4,0.38,7.01,2.79,4.7,0.4
7.28,1.85,2.8,0.35,7.01,2.79,4.7,0.4,7.13,2.75,4.8,0.26
7.32,3.03,2.6,0.27,7.13,2.75,4.8,0.26,7.21,3.09,4.4,0.29
7.32,2.93,2.8,0.35,7.21,3.09,4.4,0.29,7.28,1.85,2.8,0.35
7.28,3.0,1.8,0.29,7.28,1.85,2.8,0.35,7.32,3.03,2.6,0.27
7.37,2.98,2.0,0.25,7.32,3.03,2.6,0.27,7.32,2.93,2.8,0.35
7.43,2.61,2.9,0.22,7.32,2.93,2.8,0.35,7.28,3.0,1.8,0.29
7.46,2.65,3.0,0.23,7.28,3.0,1.8,0.29,7.37,2.98,2.0,0.25
7.42,2.84,2.9,0.3,7.37,2.98,2.0,0.25,7.43,2.61,2.9,0.22
7.49,2.98,2.3,0.31,7.43,2.61,2.9,0.22,7.46,2.65,3.0,0.23
7.45,2.56,1.7,0.35,7.46,2.65,3.0,0.23,7.42,2.84,2.9,0.3
7.41,2.2,2.2,0.29,7.42,2.84,2.9,0.3,7.49,2.98,2.3,0.31
7.37,2.6,2.3,0.24,7.49,2.98,2.3,0.31,7.45,2.56,1.7,0.35
7.42,10.8,2.9,0.18,7.45,2.56,1.7,0.35,7.41,2.2,2.2,0.29
7.56,10.1,3.8,1.56,7.41,2.2,2.2,0.29,7.37,2.6,2.3,0.24
6.74,8.47,3.1,1.67,7.37,2.6,2.3,0.24,7.42,10.8,2.9,0.18
5.23,11.2,3.7,1.99,7.42,10.8,2.9,0.18,7.56,10.1,3.8,1.56
6.99,6.32,2.8,2.53,7.56,10.1,3.8,1.56,6.74,8.47,3.1,1.67
6.9,6.39,2.6,4.08,6.74,8.47,3.1,1.67,5.23,11.2,3.7,1.99
7.08,5.89,2.2,5.24,5.23,11.2,3.7,1.99,6.99,6.32,2.8,2.53
