8.2,12.0,2.9,0.69,8.18,11.6,4.1,0.46,8.06,10.8,2.4,0.71,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.15,11.5,3.0,0.34
8.26,11.6,3.0,0.85,8.06,10.8,2.4,0.71,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.15,11.5,3.0,0.34,8.2,12.0,2.9,0.69
8.19,9.35,3.9,0.84,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.15,11.5,3.0,0.34,8.2,12.0,2.9,0.69,8.26,11.6,3.0,0.85
8.12,9.99,3.3,0.88,8.15,11.5,3.0,0.34,8.2,12.0,2.9,0.69,8.26,11.6,3.0,0.85,8.19,9.35,3.9,0.84
8.13,8.19,3.2,0.57,8.2,12.0,2.9,0.69,8.26,11.6,3.0,0.85,8.19,9.35,3.9,0.84,8.12,9.99,3.3,0.88
8.08,9.39,3.8,0.98,8.26,11.6,3.0,0.85,8.19,9.35,3.9,0.84,8.12,9.99,3.3,0.88,8.13,8.19,3.2,0.57
8.21,9.36,3.8,0.77,8.19,9.35,3.9,0.84,8.12,9.99,3.3,0.88,8.13,8.19,3.2,0.57,8.08,9.39,3.8,0.98
7.68,9.24,4.1,0.42,8.12,9.99,3.3,0.88,8.13,8.19,3.2,0.57,8.08,9.39,3.8,0.98,8.21,9.36,3.8,0.77
7.58,9.21,4.7,0.62,8.13,8.19,3.2,0.57,8.08,9.39,3.8,0.98,8.21,9.36,3.8,0.77,7.68,9.24,4.1,0.42
7.49,8.56,3.7,0.34,8.08,9.39,3.8,0.98,8.21,9.36,3.8,0.77,7.68,9.24,4.1,0.42,7.58,9.21,4.7,0.62
7.33,8.59,2.9,0.21,8.21,9.36,3.8,0.77,7.68,9.24,4.1,0.42,7.58,9.21,4.7,0.62,7.49,8.56,3.7,0.34
8.02,7.22,2.4,0.03,7.68,9.24,4.1,0.42,7.58,9.21,4.7,0.62,7.49,8.56,3.7,0.34,7.33,8.59,2.9,0.21
8.09,7.05,3.1,0.02,7.58,9.21,4.7,0.62,7.49,8.56,3.7,0.34,7.33,8.59,2.9,0.21,8.02,7.22,2.4,0.03
8.07,7.83,2.5,0.01,7.49,8.56,3.7,0.34,7.33,8.59,2.9,0.21,8.02,7.22,2.4,0.03,8.09,7.05,3.1,0.02
7.82,7.24,3.0,0.01,7.33,8.59,2.9,0.21,8.02,7.22,2.4,0.03,8.09,7.05,3.1,0.02,8.07,7.83,2.5,0.01
7.96,6.44,2.9,0.03,8.02,7.22,2.4,0.03,8.09,7.05,3.1,0.02,8.07,7.83,2.5,0.01,7.82,7.24,3.0,0.01
8.21,6.41,1.4,0.02,8.09,7.05,3.1,0.02,8.07,7.83,2.5,0.01,7.82,7.24,3.0,0.01,7.96,6.44,2.9,0.03
8.22,6.54,1.8,0.02,8.07,7.83,2.5,0.01,7.82,7.24,3.0,0.01,7.96,6.44,2.9,0.03,8.21,6.41,1.4,0.02
8.22,7.73,3.6,0.03,7.82,7.24,3.0,0.01,7.96,6.44,2.9,0.03,8.21,6.41,1.4,0.02,8.22,6.54,1.8,0.02
8.11,8.64,2.9,0.03,7.96,6.44,2.9,0.03,8.21,6.41,1.4,0.02,8.22,6.54,1.8,0.02,8.22,7.73,3.6,0.03
7.95,8.15,1.9,0.05,8.21,6.41,1.4,0.02,8.22,6.54,1.8,0.02,8.22,7.73,3.6,0.03,8.11,8.64,2.9,0.03
7.78,7.56,3.4,0.05,8.22,6.54,1.8,0.02,8.22,7.73,3.6,0.03,8.11,8.64,2.9,0.03,7.95,8.15,1.9,0.05
8.05,6.77,2.9,0.43,8.22,7.73,3.6,0.03,8.11,8.64,2.9,0.03,7.95,8.15,1.9,0.05,7.78,7.56,3.4,0.05
8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.11,8.64,2.9,0.03,7.95,8.15,1.9,0.05,7.78,7.56,3.4,0.05,8.05,6.77,2.9,0.43
8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,7.95,8.15,1.9,0.05,7.78,7.56,3.4,0.05,8.05,6.77,2.9,0.43,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308
8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,7.78,7.56,3.4,0.05,8.05,6.77,2.9,0.43,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308
7.52,6.81,0.4,0.05,8.05,6.77,2.9,0.43,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308
8.18,7.24,5.5,0.05,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,7.52,6.81,0.4,0.05
8.27,7.39,5.7,0.02,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,7.52,6.81,0.4,0.05,8.18,7.24,5.5,0.05
8.19,7.99,5.0,0.02,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,7.52,6.81,0.4,0.05,8.18,7.24,5.5,0.05,8.27,7.39,5.7,0.02
8.19,7.76,4.0,0.04,7.52,6.81,0.4,0.05,8.18,7.24,5.5,0.05,8.27,7.39,5.7,0.02,8.19,7.99,5.0,0.02
7.95,4.4,3.0,0.28,8.18,7.24,5.5,0.05,8.27,7.39,5.7,0.02,8.19,7.99,5.0,0.02,8.19,7.76,4.0,0.04
7.98,4.5,2.9,0.28,8.27,7.39,5.7,0.02,8.19,7.99,5.0,0.02,8.19,7.76,4.0,0.04,7.95,4.4,3.0,0.28
8.08,5.26,5.2,0.02,8.19,7.99,5.0,0.02,8.19,7.76,4.0,0.04,7.95,4.4,3.0,0.28,7.98,4.5,2.9,0.28
8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.19,7.76,4.0,0.04,7.95,4.4,3.0,0.28,7.98,4.5,2.9,0.28,8.08,5.26,5.2,0.02
8.14,7.17,2.5,0.32,7.95,4.4,3.0,0.28,7.98,4.5,2.9,0.28,8.08,5.26,5.2,0.02,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308
8.09,5.51,3.2,0.44,7.98,4.5,2.9,0.28,8.08,5.26,5.2,0.02,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.14,7.17,2.5,0.32
8.05,8.18,3.3,0.09,8.08,5.26,5.2,0.02,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.14,7.17,2.5,0.32,8.09,5.51,3.2,0.44
8.07,9.88,3.4,0.33,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.14,7.17,2.5,0.32,8.09,5.51,3.2,0.44,8.05,8.18,3.3,0.09
7.86,9.36,4.2,0.23,8.14,7.17,2.5,0.32,8.09,5.51,3.2,0.44,8.05,8.18,3.3,0.09,8.07,9.88,3.4,0.33
7.84,9.47,3.7,0.5,8.09,5.51,3.2,0.44,8.05,8.18,3.3,0.09,8.07,9.88,3.4,0.33,7.86,9.36,4.2,0.23
7.93,10.2,3.6,0.43,8.05,8.18,3.3,0.09,8.07,9.88,3.4,0.33,7.86,9.36,4.2,0.23,7.84,9.47,3.7,0.5
7.8,10.9,3.7,0.22,8.07,9.88,3.4,0.33,7.86,9.36,4.2,0.23,7.84,9.47,3.7,0.5,7.93,10.2,3.6,0.43
7.69,11.4,3.3,0.41,7.86,9.36,4.2,0.23,7.84,9.47,3.7,0.5,7.93,10.2,3.6,0.43,7.8,10.9,3.7,0.22
7.57,11.7,3.5,0.62,7.84,9.47,3.7,0.5,7.93,10.2,3.6,0.43,7.8,10.9,3.7,0.22,7.69,11.4,3.3,0.41
7.54,11.2,4.1,0.71,7.93,10.2,3.6,0.43,7.8,10.9,3.7,0.22,7.69,11.4,3.3,0.41,7.57,11.7,3.5,0.62
7.73,11.7,3.2,0.75,7.8,10.9,3.7,0.22,7.69,11.4,3.3,0.41,7.57,11.7,3.5,0.62,7.54,11.2,4.1,0.71
7.77,13.5,2.9,0.54,7.69,11.4,3.3,0.41,7.57,11.7,3.5,0.62,7.54,11.2,4.1,0.71,7.73,11.7,3.2,0.75
8.17,6.28,6.2,0.77,7.57,11.7,3.5,0.62,7.54,11.2,4.1,0.71,7.73,11.7,3.2,0.75,7.77,13.5,2.9,0.54
8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,7.54,11.2,4.1,0.71,7.73,11.7,3.2,0.75,7.77,13.5,2.9,0.54,8.17,6.28,6.2,0.77
8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,7.73,11.7,3.2,0.75,7.77,13.5,2.9,0.54,8.17,6.28,6.2,0.77,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308
8.16,10.6,3.6,0.82,7.77,13.5,2.9,0.54,8.17,6.28,6.2,0.77,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308
8.29,11.5,3.7,1.88,8.17,6.28,6.2,0.77,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.16,10.6,3.6,0.82
8.36,9.55,3.2,0.57,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.16,10.6,3.6,0.82,8.29,11.5,3.7,1.88
8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.16,10.6,3.6,0.82,8.29,11.5,3.7,1.88,8.36,9.55,3.2,0.57
8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.16,10.6,3.6,0.82,8.29,11.5,3.7,1.88,8.36,9.55,3.2,0.57,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308
8.23,9.31,3.3,0.61,8.29,11.5,3.7,1.88,8.36,9.55,3.2,0.57,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308
8.32,9.93,4.1,1.31,8.36,9.55,3.2,0.57,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.23,9.31,3.3,0.61
8.06,8.12,4.4,1.35,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.23,9.31,3.3,0.61,8.32,9.93,4.1,1.31
7.77,9.93,3.9,0.61,8.232779329608938,9.535586592178769,3.021708683473391,0.2766759776536308,8.23,9.31,3.3,0.61,8.32,9.93,4.1,1.31,8.06,8.12,4.4,1.35
7.79,9.39,3.1,0.13,8.23,9.31,3.3,0.61,8.32,9.93,4.1,1.31,8.06,8.12,4.4,1.35,7.77,9.93,3.9,0.61
7.8,8.39,3.2,0.6,8.32,9.93,4.1,1.31,8.06,8.12,4.4,1.35,7.77,9.93,3.9,0.61,7.79,9.39,3.1,0.13
7.85,7.53,4.2,0.18,8.06,8.12,4.4,1.35,7.77,9.93,3.9,0.61,7.79,9.39,3.1,0.13,7.8,8.39,3.2,0.6
7.75,7.27,3.5,0.72,7.77,9.93,3.9,0.61,7.79,9.39,3.1,0.13,7.8,8.39,3.2,0.6,7.85,7.53,4.2,0.18
7.84,6.18,3.4,0.38,7.79,9.39,3.1,0.13,7.8,8.39,3.2,0.6,7.85,7.53,4.2,0.18,7.75,7.27,3.5,0.72
7.96,6.97,3.1,0.32,7.8,8.39,3.2,0.6,7.85,7.53,4.2,0.18,7.75,7.27,3.5,0.72,7.84,6.18,3.4,0.38
8.17,7.12,4.2,0.31,7.85,7.53,4.2,0.18,7.75,7.27,3.5,0.72,7.84,6.18,3.4,0.38,7.96,6.97,3.1,0.32
8.17,9.28,1.9,0.18,7.75,7.27,3.5,0.72,7.84,6.18,3.4,0.38,7.96,6.97,3.1,0.32,8.17,7.12,4.2,0.31
