8.94,9.5,14.5,0.17,8.79,6.8,12.8,0.04
8.62,6.67,10.8,1.43,8.53,6.28,11.6,0.08
8.37,5.86,17.2,0.67,8.2618975069252,6.162271468144047,9.295423023578362,0.8162256267409469
8.81,7.55,20.5,0.2,8.88,8.57,12.0,0.03
8.85,8.54,14.7,0.1,8.94,9.5,14.5,0.17
8.93,7.28,13.2,0.09,8.62,6.67,10.8,1.43
8.94,8.4,11.4,0.04,8.37,5.86,17.2,0.67
9.07,9.93,16.3,0.02,8.81,7.55,20.5,0.2
9.39,7.78,15.8,0.09,8.85,8.54,14.7,0.1
9.38,6.27,14.9,0.05,8.93,7.28,13.2,0.09
9.26,5.85,13.1,0.05,8.94,8.4,11.4,0.04
9.22,5.04,12.9,0.09,9.07,9.93,16.3,0.02
9.44,10.9,11.6,0.06,9.39,7.78,15.8,0.09
9.59,10.4,13.8,0.07,9.38,6.27,14.9,0.05
9.46,8.67,13.3,0.08,9.26,5.85,13.1,0.05
9.31,7.79,13.8,0.06,9.22,5.04,12.9,0.09
9.21,6.32,12.9,0.17,9.44,10.9,11.6,0.06
9.15,8.11,13.9,0.03,9.59,10.4,13.8,0.07
9.16,5.77,14.3,0.04,9.46,8.67,13.3,0.08
9.22,7.85,12.7,0.09,9.31,7.79,13.8,0.06
9.37,7.25,16.8,0.07,9.21,6.32,12.9,0.17
9.25,6.43,14.3,0.1,9.15,8.11,13.9,0.03
8.8,6.11,14.2,1.62,9.16,5.77,14.3,0.04
8.2618975069252,6.162271468144047,9.295423023578362,0.8162256267409469,9.22,7.85,12.7,0.09
8.2618975069252,6.162271468144047,9.295423023578362,0.8162256267409469,9.37,7.25,16.8,0.07
8.2618975069252,6.162271468144047,9.295423023578362,0.8162256267409469,9.25,6.43,14.3,0.1
9.02,5.59,15.1,0.42,8.8,6.11,14.2,1.62
8.61,2.4,13.4,1.32,8.2618975069252,6.162271468144047,9.295423023578362,0.8162256267409469
8.69,5.32,12.4,1.08,8.2618975069252,6.162271468144047,9.295423023578362,0.8162256267409469
8.93,4.79,12.6,0.65,8.2618975069252,6.162271468144047,9.295423023578362,0.8162256267409469
9.16,5.64,11.3,0.5,9.02,5.59,15.1,0.42
8.84,4.72,11.2,1.41,8.61,2.4,13.4,1.32
8.5,4.02,10.1,1.49,8.69,5.32,12.4,1.08
8.71,5.22,9.7,0.82,8.93,4.79,12.6,0.65
8.2618975069252,6.162271468144047,9.295423023578362,0.8162256267409469,9.16,5.64,11.3,0.5
8.53,3.12,9.8,1.33,8.84,4.72,11.2,1.41
8.47,3.38,9.9,1.26,8.5,4.02,10.1,1.49
8.6,3.82,9.8,0.67,8.71,5.22,9.7,0.82
9.23,6.95,9.6,0.15,8.2618975069252,6.162271468144047,9.295423023578362,0.8162256267409469
9.2,5.82,9.1,0.65,8.53,3.12,9.8,1.33
9.11,3.62,10.2,0.34,8.47,3.38,9.9,1.26
9.17,5.59,12.3,0.15,8.6,3.82,9.8,0.67
9.08,3.86,12.9,0.27,9.23,6.95,9.6,0.15
8.52,2.07,16.4,0.88,9.2,5.82,9.1,0.65
8.2,0.95,17.9,2.57,9.11,3.62,10.2,0.34
8.07,0.72,14.4,2.5,9.17,5.59,12.3,0.15
8.1,1.81,13.7,5.66,9.08,3.86,12.9,0.27
9.27,8.51,13.2,0.02,8.52,2.07,16.4,0.88
7.9,1.36,15.7,3.69,8.2,0.95,17.9,2.57
7.92,2.53,14.8,2.25,8.07,0.72,14.4,2.5
7.83,1.66,13.6,1.88,8.1,1.81,13.7,5.66
7.93,2.1,14.9,3.28,9.27,8.51,13.2,0.02
7.86,2.17,16.1,1.53,7.9,1.36,15.7,3.69
7.85,2.28,16.5,1.53,7.92,2.53,14.8,2.25
8.2618975069252,6.162271468144047,9.295423023578362,0.8162256267409469,7.83,1.66,13.6,1.88
8.71,4.21,16.4,0.13,7.93,2.1,14.9,3.28
8.61,7.21,15.6,0.21,7.86,2.17,16.1,1.53
8.46,5.4,14.7,0.33,7.85,2.28,16.5,1.53
8.08,3.85,16.1,1.66,8.2618975069252,6.162271468144047,9.295423023578362,0.8162256267409469
9.46,10.0,8.7,0.15,8.71,4.21,16.4,0.13
9.31,7.19,6.8,0.15,8.61,7.21,15.6,0.21
9.63,8.95,6.5,0.06,8.46,5.4,14.7,0.33
9.7,8.39,7.3,0.07,8.08,3.85,16.1,1.66
9.56,8.73,8.5,0.23,9.46,10.0,8.7,0.15
9.75,11.7,8.5,0.08,9.31,7.19,6.8,0.15
9.9,9.95,8.3,0.07,9.63,8.95,6.5,0.06
10.0,9.9,8.5,0.07,9.7,8.39,7.3,0.07
9.78,9.76,7.7,0.17,9.56,8.73,8.5,0.23
9.88,8.82,7.8,0.25,9.75,11.7,8.5,0.08
10.31,8.93,8.6,0.11,9.9,9.95,8.3,0.07
10.4,6.35,8.6,0.06,10.0,9.9,8.5,0.07
10.37,7.08,10.0,0.03,9.78,9.76,7.7,0.17
9.6,5.14,10.2,0.03,9.88,8.82,7.8,0.25
8.69,3.85,9.1,0.02,10.31,8.93,8.6,0.11
8.83,4.71,9.1,0.02,10.4,6.35,8.6,0.06
9.36,5.06,9.0,0.04,10.37,7.08,10.0,0.03
8.93,5.31,8.2,0.13,9.6,5.14,10.2,0.03
8.98,5.67,7.8,0.04,8.69,3.85,9.1,0.02
9.06,5.62,7.4,0.08,8.83,4.71,9.1,0.02
9.65,7.08,7.7,0.04,9.36,5.06,9.0,0.04
9.42,6.56,7.3,0.5,8.93,5.31,8.2,0.13
9.45,7.27,6.3,1.3,8.98,5.67,7.8,0.04
8.32,3.12,6.9,1.14,9.06,5.62,7.4,0.08
9.15,7.56,5.6,0.21,9.65,7.08,7.7,0.04
9.1,7.23,7.2,0.14,9.42,6.56,7.3,0.5
8.81,7.23,8.2,0.02,9.45,7.27,6.3,1.3
8.96,6.05,7.9,0.02,8.32,3.12,6.9,1.14
8.63,5.38,7.8,0.02,9.15,7.56,5.6,0.21
8.55,5.49,7.2,0.64,9.1,7.23,7.2,0.14
8.94,7.06,8.0,1.38,8.81,7.23,8.2,0.02
8.62,4.3,7.7,0.19,8.96,6.05,7.9,0.02
8.75,5.14,6.9,0.05,8.63,5.38,7.8,0.02
9.14,7.24,5.7,0.03,8.55,5.49,7.2,0.64
9.33,6.55,7.1,0.89,8.94,7.06,8.0,1.38
9.33,7.18,8.4,0.31,8.62,4.3,7.7,0.19
9.27,6.92,8.6,0.08,8.75,5.14,6.9,0.05
9.54,9.19,9.0,0.01,9.14,7.24,5.7,0.03
9.43,9.43,8.0,0.01,9.33,6.55,7.1,0.89
8.97,6.32,11.1,0.01,9.33,7.18,8.4,0.31
9.0,9.17,5.7,0.02,9.27,6.92,8.6,0.08
8.96,9.54,7.3,0.08,9.54,9.19,9.0,0.01
9.03,10.4,6.9,0.46,9.43,9.43,8.0,0.01
9.06,10.3,7.8,1.53,8.97,6.32,11.1,0.01
8.91,10.1,3.9,2.23,9.0,9.17,5.7,0.02
8.61,8.15,8.9,2.11,8.96,9.54,7.3,0.08
8.84,9.49,9.7,2.55,9.03,10.4,6.9,0.46
8.62,8.46,9.3,2.78,9.06,10.3,7.8,1.53
8.82,9.75,8.2,2.15,8.91,10.1,3.9,2.23
8.85,11.2,9.8,0.77,8.61,8.15,8.9,2.11
8.68,7.12,7.4,1.33,8.84,9.49,9.7,2.55
8.56,5.93,7.8,2.71,8.62,8.46,9.3,2.78
8.7,7.48,6.7,3.12,8.82,9.75,8.2,2.15
9.34,11.1,8.4,1.01,8.85,11.2,9.8,0.77
9.67,11.8,11.8,0.26,8.68,7.12,7.4,1.33
9.76,11.8,7.9,0.19,8.56,5.93,7.8,2.71
9.91,11.3,8.7,0.05,8.7,7.48,6.7,3.12
9.63,11.6,9.8,0.58,9.34,11.1,8.4,1.01
8.2618975069252,6.162271468144047,9.295423023578362,0.8162256267409469,9.67,11.8,11.8,0.26
9.85,13.2,9.4,0.47,9.76,11.8,7.9,0.19
9.32,10.7,12.1,1.28,9.91,11.3,8.7,0.05
8.73,11.3,11.8,2.51,9.63,11.6,9.8,0.58
8.7,11.4,11.0,2.6,8.2618975069252,6.162271468144047,9.295423023578362,0.8162256267409469
8.18,5.79,12.0,2.98,9.85,13.2,9.4,0.47
8.0,5.11,12.0,4.13,9.32,10.7,12.1,1.28
8.15,5.52,10.4,4.58,8.73,11.3,11.8,2.51
8.43,5.43,9.5,4.25,8.7,11.4,11.0,2.6
7.99,3.48,7.9,3.46,8.18,5.79,12.0,2.98
8.79,4.63,8.3,1.68,8.0,5.11,12.0,4.13
8.76,6.66,7.8,1.5,8.15,5.52,10.4,4.58
8.88,5.71,6.7,0.64,8.43,5.43,9.5,4.25
8.81,10.6,8.7,0.06,7.99,3.48,7.9,3.46
8.14,11.9,11.6,0.03,8.79,4.63,8.3,1.68
7.81,13.0,9.8,0.02,8.76,6.66,7.8,1.5
9.08,10.6,9.3,0.01,8.88,5.71,6.7,0.64
7.43,9.92,11.5,0.02,8.81,10.6,8.7,0.06
8.82,6.83,11.6,0.26,8.14,11.9,11.6,0.03
9.46,4.37,10.9,0.2,7.81,13.0,9.8,0.02
8.12,2.93,11.1,0.07,9.08,10.6,9.3,0.01
7.94,1.19,10.3,0.46,7.43,9.92,11.5,0.02
7.38,4.56,9.9,1.24,8.82,6.83,11.6,0.26
7.79,5.0,8.5,1.28,9.46,4.37,10.9,0.2
7.93,3.62,10.0,2.46,8.12,2.93,11.1,0.07
7.52,4.65,9.5,4.45,7.94,1.19,10.3,0.46
7.54,1.86,7.9,4.0,7.38,4.56,9.9,1.24
7.59,3.84,8.2,1.59,7.79,5.0,8.5,1.28
7.58,6.77,8.2,0.22,7.93,3.62,10.0,2.46
7.58,5.68,8.1,0.03,7.52,4.65,9.5,4.45
7.82,3.86,8.3,0.05,7.54,1.86,7.9,4.0
8.26,5.96,9.1,0.04,7.59,3.84,8.2,1.59
8.66,7.38,9.4,0.89,7.58,6.77,8.2,0.22
8.69,7.37,8.0,1.45,7.58,5.68,8.1,0.03
8.72,4.8,7.6,2.46,7.82,3.86,8.3,0.05
8.2618975069252,6.162271468144047,9.295423023578362,0.8162256267409469,8.26,5.96,9.1,0.04
8.73,6.94,9.6,3.43,8.66,7.38,9.4,0.89
8.72,5.4,9.5,3.11,8.69,7.37,8.0,1.45
8.84,5.24,14.3,4.02,8.72,4.8,7.6,2.46
8.6,5.58,12.0,2.7,8.2618975069252,6.162271468144047,9.295423023578362,0.8162256267409469
8.84,1.6,0.3,4.63,8.73,6.94,9.6,3.43
8.91,3.64,11.8,2.07,8.72,5.4,9.5,3.11
8.89,5.17,7.4,1.31,8.84,5.24,14.3,4.02
8.99,5.48,9.9,3.74,8.6,5.58,12.0,2.7
8.83,4.41,9.1,0.24,8.84,1.6,0.3,4.63
9.08,4.86,7.4,0.27,8.91,3.64,11.8,2.07
9.21,9.0,9.4,0.06,8.89,5.17,7.4,1.31
9.0,4.02,13.1,0.03,8.99,5.48,9.9,3.74
9.06,6.21,11.6,0.04,8.83,4.41,9.1,0.24
9.02,3.22,16.6,0.24,9.08,4.86,7.4,0.27
8.96,3.2,16.7,0.18,9.21,9.0,9.4,0.06
8.61,1.99,17.3,2.43,9.0,4.02,13.1,0.03
8.27,7.2,18.4,0.73,9.06,6.21,11.6,0.04
8.17,6.64,13.7,1.26,9.02,3.22,16.6,0.24
8.48,7.54,14.7,0.8,8.96,3.2,16.7,0.18
7.91,9.93,6.7,2.76,8.61,1.99,17.3,2.43
8.04,4.25,16.2,0.4,8.27,7.2,18.4,0.73
8.57,5.48,14.7,0.25,8.17,6.64,13.7,1.26
8.21,3.1,13.9,0.78,8.48,7.54,14.7,0.8
7.97,2.84,13.4,0.31,7.91,9.93,6.7,2.76
8.18,3.46,16.0,0.29,8.04,4.25,16.2,0.4
9.18,2.17,15.4,0.09,8.57,5.48,14.7,0.25
9.22,1.14,13.6,0.08,8.21,3.1,13.9,0.78
9.13,1.0,11.2,0.17,7.97,2.84,13.4,0.31
8.4,3.76,9.3,0.1,8.18,3.46,16.0,0.29
7.8,3.95,6.5,2.19,9.18,2.17,15.4,0.09
7.83,4.14,7.7,1.36,9.22,1.14,13.6,0.08
8.75,9.61,10.1,0.04,9.13,1.0,11.2,0.17
8.22,4.98,11.5,0.42,8.4,3.76,9.3,0.1
8.48,3.81,10.2,0.09,7.8,3.95,6.5,2.19
8.38,4.25,7.9,0.15,7.83,4.14,7.7,1.36
8.66,4.89,5.3,0.8162256267409469,8.75,9.61,10.1,0.04
8.61,5.64,6.6,0.8162256267409469,8.22,4.98,11.5,0.42
9.18,11.8,8.7,0.01,8.48,3.81,10.2,0.09
9.04,7.81,8.6,0.14,8.38,4.25,7.9,0.15
8.62,4.65,8.6,0.15,8.66,4.89,5.3,0.8162256267409469
7.75,4.55,7.8,1.21,8.61,5.64,6.6,0.8162256267409469
6.94,4.39,7.0,2.09,9.18,11.8,8.7,0.01
7.09,4.77,9.0,0.66,9.04,7.81,8.6,0.14
7.33,3.5,8.0,0.36,8.62,4.65,8.6,0.15
6.98,5.13,8.2,0.38,7.75,4.55,7.8,1.21
7.15,1.62,9.6,2.08,6.94,4.39,7.0,2.09
6.94,4.47,9.8,2.81,7.09,4.77,9.0,0.66
7.0,3.84,10.8,4.91,7.33,3.5,8.0,0.36
6.94,4.48,8.3,3.17,6.98,5.13,8.2,0.38
7.17,3.11,10.7,1.41,7.15,1.62,9.6,2.08
7.11,3.24,10.5,2.29,6.94,4.47,9.8,2.81
7.2,3.74,11.0,1.38,7.0,3.84,10.8,4.91
7.11,3.41,10.0,2.24,6.94,4.48,8.3,3.17
7.07,4.47,10.0,4.86,7.17,3.11,10.7,1.41
7.21,3.26,14.5,0.8162256267409469,7.11,3.24,10.5,2.29
7.22,4.19,13.2,0.8162256267409469,7.2,3.74,11.0,1.38
7.2,5.63,10.3,2.68,7.11,3.41,10.0,2.24
8.2618975069252,6.162271468144047,9.295423023578362,0.8162256267409469,7.07,4.47,10.0,4.86
7.13,2.18,11.6,3.65,7.21,3.26,14.5,0.8162256267409469
7.25,4.15,12.6,2.7,7.22,4.19,13.2,0.8162256267409469
7.14,4.35,8.6,3.94,7.2,5.63,10.3,2.68
7.22,4.21,12.4,1.95,8.2618975069252,6.162271468144047,9.295423023578362,0.8162256267409469
7.31,5.69,11.8,0.65,7.13,2.18,11.6,3.65
7.56,6.74,12.2,0.65,7.25,4.15,12.6,2.7
7.73,3.5,11.6,2.06,7.14,4.35,8.6,3.94
8.27,6.37,12.3,1.81,7.22,4.21,12.4,1.95
8.98,9.06,10.6,0.18,7.31,5.69,11.8,0.65
8.91,5.31,11.2,0.91,7.56,6.74,12.2,0.65
9.07,6.54,10.2,0.21,7.73,3.5,11.6,2.06
9.04,5.9,10.7,0.36,8.27,6.37,12.3,1.81
8.44,3.88,11.4,0.49,8.98,9.06,10.6,0.18
7.98,4.28,9.7,0.49,8.91,5.31,11.2,0.91
8.01,3.77,10.0,1.1,9.07,6.54,10.2,0.21
8.02,3.5,13.8,0.25,9.04,5.9,10.7,0.36
8.13,3.12,8.2,0.03,8.44,3.88,11.4,0.49
8.18,2.89,11.0,0.48,7.98,4.28,9.7,0.49
7.9,2.24,12.2,1.27,8.01,3.77,10.0,1.1
8.02,3.8,12.7,1.75,8.02,3.5,13.8,0.25
7.91,1.86,12.9,3.12,8.13,3.12,8.2,0.03
8.92,7.25,14.4,0.78,8.18,2.89,11.0,0.48
8.67,2.74,10.3,0.36,7.9,2.24,12.2,1.27
8.86,2.25,10.9,0.11,8.02,3.8,12.7,1.75
8.08,2.34,9.3,0.02,7.91,1.86,12.9,3.12
8.23,1.48,12.5,0.1,8.92,7.25,14.4,0.78
8.64,3.85,10.0,0.07,8.67,2.74,10.3,0.36
9.2,10.7,6.6,0.12,8.86,2.25,10.9,0.11
8.91,6.7,6.5,0.23,8.08,2.34,9.3,0.02
8.93,9.05,6.2,1.34,8.23,1.48,12.5,0.1
9.06,9.92,9.7,0.36,8.64,3.85,10.0,0.07
9.08,7.37,9.295423023578362,1.14,9.2,10.7,6.6,0.12
8.85,5.13,9.2,0.91,8.91,6.7,6.5,0.23
7.96,3.39,8.4,0.09,8.93,9.05,6.2,1.34
7.86,4.47,6.9,1.82,9.06,9.92,9.7,0.36
8.17,6.0,8.3,2.95,9.08,7.37,9.295423023578362,1.14
8.15,3.35,8.3,3.43,8.85,5.13,9.2,0.91
7.79,1.63,7.3,5.12,7.96,3.39,8.4,0.09
7.93,1.53,7.2,4.87,7.86,4.47,6.9,1.82
7.8,2.2,7.6,4.92,8.17,6.0,8.3,2.95
8.15,2.09,5.6,2.48,8.15,3.35,8.3,3.43
7.76,1.74,3.2,5.91,7.79,1.63,7.3,5.12
7.74,1.55,3.4,5.86,7.93,1.53,7.2,4.87
7.75,2.42,2.9,3.31,7.8,2.2,7.6,4.92
7.74,2.77,2.3,2.74,8.15,2.09,5.6,2.48
7.94,2.85,2.5,3.02,7.76,1.74,3.2,5.91
8.08,3.31,3.3,4.2,7.74,1.55,3.4,5.86
7.41,2.38,2.2,4.71,7.75,2.42,2.9,3.31
7.44,2.28,2.4,4.24,7.74,2.77,2.3,2.74
7.49,3.22,2.8,3.59,7.94,2.85,2.5,3.02
7.4,2.09,4.0,3.54,8.08,3.31,3.3,4.2
7.63,2.81,5.7,1.46,7.41,2.38,2.2,4.71
7.68,2.0,8.4,2.05,7.44,2.28,2.4,4.24
7.59,1.88,6.6,7.03,7.49,3.22,2.8,3.59
7.84,2.46,3.8,4.66,7.4,2.09,4.0,3.54
7.67,2.48,5.0,2.65,7.63,2.81,5.7,1.46
7.8,3.96,5.8,2.84,7.68,2.0,8.4,2.05
8.37,4.74,5.0,0.86,7.59,1.88,6.6,7.03
8.91,4.99,5.2,0.67,7.84,2.46,3.8,4.66
8.75,2.64,7.2,0.33,7.67,2.48,5.0,2.65
8.7,3.49,8.0,0.78,7.8,3.96,5.8,2.84
8.55,3.28,7.4,0.3,8.37,4.74,5.0,0.86
8.13,1.57,7.2,0.56,8.91,4.99,5.2,0.67
7.9,1.18,14.6,0.65,8.75,2.64,7.2,0.33
7.96,2.1,8.2,1.39,8.7,3.49,8.0,0.78
8.1,1.2,7.5,3.31,8.55,3.28,7.4,0.3
7.98,0.77,7.6,3.76,8.13,1.57,7.2,0.56
7.69,1.03,7.4,6.92,7.9,1.18,14.6,0.65
7.67,1.41,6.6,2.34,7.96,2.1,8.2,1.39
7.92,1.02,5.1,1.52,8.1,1.2,7.5,3.31
7.48,1.05,10.3,2.5,7.98,0.77,7.6,3.76
7.75,0.52,9.3,4.59,7.69,1.03,7.4,6.92
7.43,0.74,8.1,6.74,7.67,1.41,6.6,2.34
7.44,1.11,7.3,4.66,7.92,1.02,5.1,1.52
8.21,2.1,8.6,0.83,7.48,1.05,10.3,2.5
8.39,1.87,9.2,0.65,7.75,0.52,9.3,4.59
8.14,1.33,7.6,1.28,7.43,0.74,8.1,6.74
8.12,1.97,8.3,0.66,7.44,1.11,7.3,4.66
8.51,1.39,8.4,1.03,8.21,2.1,8.6,0.83
7.76,1.27,7.2,2.94,8.39,1.87,9.2,0.65
8.65,2.29,7.3,0.6,8.14,1.33,7.6,1.28
8.9,1.74,7.4,0.48,8.12,1.97,8.3,0.66
8.46,1.79,8.4,4.33,8.51,1.39,8.4,1.03
7.86,3.08,6.9,1.51,7.76,1.27,7.2,2.94
7.64,1.2,6.2,1.77,8.65,2.29,7.3,0.6
7.33,1.11,6.1,2.75,8.9,1.74,7.4,0.48
7.2,1.4,9.2,1.85,8.46,1.79,8.4,4.33
7.7,1.27,6.7,2.08,7.86,3.08,6.9,1.51
8.35,2.44,8.6,1.18,7.64,1.2,6.2,1.77
7.96,1.77,9.3,0.32,7.33,1.11,6.1,2.75
8.09,1.19,8.6,0.19,7.2,1.4,9.2,1.85
8.37,2.62,8.3,0.27,7.7,1.27,6.7,2.08
8.76,6.99,7.6,1.41,8.35,2.44,8.6,1.18
8.55,8.5,7.7,1.31,7.96,1.77,9.3,0.32
8.11,8.57,5.7,2.26,8.09,1.19,8.6,0.19
7.69,7.57,6.3,1.89,8.37,2.62,8.3,0.27
7.63,7.38,6.1,0.76,8.76,6.99,7.6,1.41
8.2618975069252,6.162271468144047,9.295423023578362,0.8162256267409469,8.55,8.5,7.7,1.31
8.22,10.7,9.8,0.63,8.11,8.57,5.7,2.26
8.72,12.2,10.5,0.06,7.69,7.57,6.3,1.89
8.88,12.3,10.7,0.08,7.63,7.38,6.1,0.76
9.21,14.8,10.4,0.06,8.2618975069252,6.162271468144047,9.295423023578362,0.8162256267409469
9.16,13.1,10.4,0.07,8.22,10.7,9.8,0.63
9.56,15.4,10.8,0.07,8.72,12.2,10.5,0.06
9.66,15.1,12.5,0.06,8.88,12.3,10.7,0.08
9.69,13.9,10.0,0.09,9.21,14.8,10.4,0.06
9.77,13.5,10.1,0.11,9.16,13.1,10.4,0.07
9.94,11.8,9.9,0.14,9.56,15.4,10.8,0.07
9.67,9.9,10.0,0.23,9.66,15.1,12.5,0.06
