7.28,8.27,2.0,0.1,7.29,8.91,2.1,0.09,7.43,8.4,2.0,0.12,8.053855755894597,9.177004160887657,1.9402777777777798,0.10902912621359222
7.03,6.55,1.8,0.13,7.43,8.4,2.0,0.12,8.053855755894597,9.177004160887657,1.9402777777777798,0.10902912621359222,7.55,8.97,2.0,0.11
7.14,6.08,2.1,0.12,8.053855755894597,9.177004160887657,1.9402777777777798,0.10902912621359222,7.55,8.97,2.0,0.11,7.28,8.27,2.0,0.1
8.15,8.1,1.8,0.11,7.55,8.97,2.0,0.11,7.28,8.27,2.0,0.1,7.03,6.55,1.8,0.13
7.93,9.79,2.0,0.13,7.28,8.27,2.0,0.1,7.03,6.55,1.8,0.13,7.14,6.08,2.1,0.12
7.79,10.0,2.0,0.12,7.03,6.55,1.8,0.13,7.14,6.08,2.1,0.12,8.15,8.1,1.8,0.11
7.72,9.17,1.9,0.13,7.14,6.08,2.1,0.12,8.15,8.1,1.8,0.11,7.93,9.79,2.0,0.13
7.64,10.1,1.9,0.12,8.15,8.1,1.8,0.11,7.93,9.79,2.0,0.13,7.79,10.0,2.0,0.12
7.62,10.0,2.0,0.11,7.93,9.79,2.0,0.13,7.79,10.0,2.0,0.12,7.72,9.17,1.9,0.13
7.59,9.24,1.9,0.13,7.79,10.0,2.0,0.12,7.72,9.17,1.9,0.13,7.64,10.1,1.9,0.12
7.42,9.14,1.9,0.11,7.72,9.17,1.9,0.13,7.64,10.1,1.9,0.12,7.62,10.0,2.0,0.11
7.43,8.95,1.8,0.11,7.64,10.1,1.9,0.12,7.62,10.0,2.0,0.11,7.59,9.24,1.9,0.13
7.42,8.6,2.0,0.1,7.62,10.0,2.0,0.11,7.59,9.24,1.9,0.13,7.42,9.14,1.9,0.11
8.26,8.51,2.0,0.1,7.59,9.24,1.9,0.13,7.42,9.14,1.9,0.11,7.43,8.95,1.8,0.11
7.22,10.3,2.0,0.11,7.42,9.14,1.9,0.11,7.43,8.95,1.8,0.11,7.42,8.6,2.0,0.1
7.34,9.07,2.0,0.1,7.43,8.95,1.8,0.11,7.42,8.6,2.0,0.1,8.26,8.51,2.0,0.1
7.33,9.23,1.7,0.06,7.42,8.6,2.0,0.1,8.26,8.51,2.0,0.1,7.22,10.3,2.0,0.11
7.19,8.92,1.8,0.09,8.26,8.51,2.0,0.1,7.22,10.3,2.0,0.11,7.34,9.07,2.0,0.1
7.24,8.77,1.8,0.1,7.22,10.3,2.0,0.11,7.34,9.07,2.0,0.1,7.33,9.23,1.7,0.06
7.52,8.42,1.6,0.09,7.34,9.07,2.0,0.1,7.33,9.23,1.7,0.06,7.19,8.92,1.8,0.09
7.43,9.62,1.4,0.11,7.33,9.23,1.7,0.06,7.19,8.92,1.8,0.09,7.24,8.77,1.8,0.1
7.4,10.1,1.5,0.12,7.19,8.92,1.8,0.09,7.24,8.77,1.8,0.1,7.52,8.42,1.6,0.09
7.95,9.31,1.7,0.09,7.24,8.77,1.8,0.1,7.52,8.42,1.6,0.09,7.43,9.62,1.4,0.11
8.053855755894597,9.177004160887657,1.9402777777777798,0.10902912621359222,7.52,8.42,1.6,0.09,7.43,9.62,1.4,0.11,7.4,10.1,1.5,0.12
8.053855755894597,9.177004160887657,1.9402777777777798,0.10902912621359222,7.43,9.62,1.4,0.11,7.4,10.1,1.5,0.12,7.95,9.31,1.7,0.09
8.053855755894597,9.177004160887657,1.9402777777777798,0.10902912621359222,7.4,10.1,1.5,0.12,7.95,9.31,1.7,0.09,8.053855755894597,9.177004160887657,1.9402777777777798,0.10902912621359222
